"class","manufacturer","model","displ","cyl","trans","drv","cty","hwy","fl","G","T","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","eng.dscr","trans.dscr","year","vpc","bidx","x5c","eng.dscr.1","eng.dscr.2"
"subcompact cars","pontiac","firebird/formula",3.8,6,"manual(m5)","r",17,27,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,13,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","firebird/formula",5.7,8,"auto(l4)","r",16,22,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,13,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","firebird/formula",5.7,8,"manual(m6)","r",15,24,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,13,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","sunfire",2.2,4,"auto(a3)","f",21,26,"r",FALSE,FALSE,FALSE,85,11,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","sunfire",2.2,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,85,11,92,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","sunfire",2.2,4,"manual(m5)","f",21,31,"r",FALSE,FALSE,FALSE,85,11,92,13,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","sunfire",2.4,4,"auto(l4)","f",19,29,"r",FALSE,FALSE,FALSE,85,11,92,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","pontiac","sunfire",2.4,4,"manual(m5)","f",21,30,"r",FALSE,FALSE,FALSE,85,11,92,13,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","saab","saab 900 convertible",2,4,"auto(l4)","f",17,22,"r",FALSE,TRUE,FALSE,80,13,NA,NA,NA,NA,"b204l3","2mode",1998,NA,NA,NA,NA,NA
"subcompact cars","saab","saab 900 convertible",2,4,"manual(m5)","f",19,26,"r",FALSE,FALSE,FALSE,80,13,NA,NA,NA,NA,"b234i3","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","saab","saab 900 convertible",2,4,"manual(m5)","f",18,25,"r",FALSE,TRUE,FALSE,80,13,NA,NA,NA,NA,"b2o4l3","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","saab","saab 900 convertible",2.3,4,"auto(l4)","f",18,24,"r",FALSE,FALSE,FALSE,80,13,NA,NA,NA,NA,"b234i3","2mode",1998,NA,NA,NA,NA,NA
"subcompact cars","saturn","sc",1.9,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,84,11,NA,NA,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","saturn","sc",1.9,4,"auto(l4)","f",23,33,"r",FALSE,FALSE,FALSE,84,11,NA,NA,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","saturn","sc",1.9,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,84,11,NA,NA,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","saturn","sc",1.9,4,"manual(m5)","f",24,35,"r",FALSE,FALSE,FALSE,84,11,NA,NA,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","subaru","impreza awd",2.2,4,"auto(l4)","4",21,27,"r",FALSE,FALSE,FALSE,84,11,84,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","subaru","impreza awd",2.2,4,"manual(m5)","4",21,27,"r",FALSE,FALSE,FALSE,84,11,84,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","subaru","impreza awd",2.5,4,"auto(l4)","4",19,26,"r",FALSE,FALSE,FALSE,84,11,84,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","subaru","impreza awd",2.5,4,"manual(m5)","4",19,26,"r",FALSE,FALSE,FALSE,84,11,84,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","suzuki","esteem",1.6,4,"auto(l4)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,86,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","suzuki","esteem",1.6,4,"manual(m5)","f",26,33,"r",FALSE,FALSE,FALSE,NA,NA,86,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","suzuki","swift",1.3,4,"auto(a3)","f",26,31,"r",FALSE,FALSE,FALSE,NA,NA,82,10,81,8,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","suzuki","swift",1.3,4,"manual(m5)","f",33,39,"r",FALSE,FALSE,FALSE,NA,NA,82,10,81,8,"","sil",1998,NA,NA,NA,NA,NA
"subcompact cars","toyota","celica",2.2,4,"auto(l4)","f",19,26,"r",FALSE,FALSE,FALSE,78,10,NA,NA,77,16,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","toyota","celica",2.2,4,"manual(m5)","f",19,26,"r",FALSE,FALSE,FALSE,78,10,NA,NA,77,16,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","toyota","tercel",1.5,4,"auto(l3)","f",25,30,"r",FALSE,FALSE,FALSE,81,9,80,9,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","toyota","tercel",1.5,4,"auto(l4)","f",26,33,"r",FALSE,FALSE,FALSE,81,9,80,9,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","toyota","tercel",1.5,4,"manual(m5)","f",26,35,"r",FALSE,FALSE,FALSE,81,9,80,9,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","volkswagen","cabrio",2,4,"auto(l4)","f",19,26,"r",FALSE,FALSE,FALSE,82,8,NA,NA,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","volkswagen","cabrio",2,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,82,8,NA,NA,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","volkswagen","new beetle",1.9,4,"auto(l4)","f",29,39,"d",FALSE,TRUE,FALSE,NA,NA,NA,NA,87,12,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","volkswagen","new beetle",1.9,4,"manual(m5)","f",35,43,"d",FALSE,TRUE,FALSE,NA,NA,NA,NA,87,12,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","volkswagen","new beetle",2,4,"auto(l4)","f",19,25,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,87,12,"","clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","volkswagen","new beetle",2,4,"manual(m5)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,87,12,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","volvo","c70 convertible",2.3,5,"auto(l4)","f",16,23,"p",FALSE,TRUE,FALSE,88,8,NA,NA,NA,NA,"","2mode clkup",1998,NA,NA,NA,NA,NA
"subcompact cars","volvo","c70 convertible",2.3,5,"manual(m5)","f",16,24,"p",FALSE,TRUE,FALSE,88,8,NA,NA,NA,NA,"","",1998,NA,NA,NA,NA,NA
"subcompact cars","volvo","c70 convertible",2.4,5,"auto(l4)","f",17,24,"p",FALSE,TRUE,FALSE,88,8,NA,NA,NA,NA,"","2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","acura","2.5tl/3.2tl",2.5,5,"auto(l4)","f",18,23,"p",FALSE,FALSE,FALSE,NA,NA,92,14,NA,NA,"sohc l-5","clkup",1998,NA,NA,NA,NA,NA
"compact cars","acura","2.5tl/3.2tl",3.2,6,"auto(l4)","f",17,22,"p",FALSE,FALSE,FALSE,NA,NA,92,14,NA,NA,"sohc v-6","clkup",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4",1.8,4,"auto(l5)","f",18,29,"p",FALSE,TRUE,FALSE,NA,NA,88,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4",1.8,4,"manual(m5)","f",21,29,"p",FALSE,TRUE,FALSE,NA,NA,88,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4",2.8,6,"auto(l5)","f",16,26,"p",FALSE,FALSE,FALSE,NA,NA,88,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4",2.8,6,"manual(m5)","f",18,26,"p",FALSE,FALSE,FALSE,NA,NA,88,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4 quattro",1.8,4,"auto(l5)","4",17,25,"p",FALSE,TRUE,FALSE,NA,NA,88,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4 quattro",1.8,4,"manual(m5)","4",18,26,"p",FALSE,TRUE,FALSE,NA,NA,88,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4 quattro",2.8,6,"auto(l5)","4",15,25,"p",FALSE,FALSE,FALSE,NA,NA,88,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","audi","a4 quattro",2.8,6,"manual(m5)","4",17,25,"p",FALSE,FALSE,FALSE,NA,NA,88,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","bentley","bentley continental r",6.7,8,"auto(l4)","r",10,15,"p",TRUE,TRUE,FALSE,89,12,NA,NA,NA,NA,"l410mt2","ems 2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","bmw","318ti",1.9,4,"auto(l4)","r",19,29,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,87,15,"","",1998,NA,NA,NA,NA,NA
"compact cars","bmw","318ti",1.9,4,"manual(m5)","r",21,29,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,87,15,"","",1998,NA,NA,NA,NA,NA
"compact cars","bmw","528i",2.8,6,"auto(l4)","r",16,24,"r",FALSE,FALSE,FALSE,NA,NA,93,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","bmw","528i",2.8,6,"manual(m5)","r",18,26,"r",FALSE,FALSE,FALSE,NA,NA,93,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","bmw","540i",4.4,8,"auto(l5)","r",16,22,"r",FALSE,FALSE,FALSE,NA,NA,93,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","bmw","540i",4.4,8,"manual(m6)","r",14,22,"r",TRUE,FALSE,FALSE,NA,NA,93,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","buick","skylark",2.4,4,"auto(l4)","f",19,29,"r",FALSE,FALSE,FALSE,87,13,87,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","buick","skylark",3.1,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,87,13,87,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","chevrolet","prizm",1.8,4,"auto(l3)","f",24,30,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","chevrolet","prizm",1.8,4,"auto(l4)","f",24,33,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","chevrolet","prizm",1.8,4,"manual(m5)","f",26,33,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","chrysler sebring",2,4,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","chrysler sebring",2,4,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","chrysler sebring",2,4,"manual(m5)","f",19,29,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","chrysler sebring",2,4,"manual(m5)","f",19,29,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","chrysler sebring",2.5,6,"auto(l4)","f",17,26,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"sohc","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","chrysler sebring",2.5,6,"auto(l4)","f",17,26,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"sohc","",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","jx/jxi/limited conv.",2.4,4,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,89,11,NA,NA,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","jx/jxi/limited conv.",2.5,6,"auto(l4)","f",17,26,"r",FALSE,FALSE,FALSE,89,11,NA,NA,NA,NA,"","vmode clkup",1998,NA,NA,NA,NA,NA
"compact cars","chrysler","jx/jxi/limited conv.",2.5,6,"auto(l4)","f",17,26,"r",FALSE,FALSE,FALSE,89,11,NA,NA,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","lanos",1.5,4,"auto(a4)","f",21,33,"r",FALSE,FALSE,FALSE,91,11,91,11,91,12,"sohc-il4","ems",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","lanos",1.5,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,91,11,91,11,91,12,"sohc-il4","",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","lanos",1.6,4,"auto(a4)","f",21,31,"r",FALSE,FALSE,FALSE,91,11,91,11,91,12,"dohc-il4","ems",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","lanos",1.6,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,91,11,91,11,91,12,"dohc-il4","",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","nubira",1.6,4,"auto(a4)","f",22,31,"r",FALSE,FALSE,FALSE,NA,NA,91,12,91,11,"dohc-il4","ems",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","nubira",1.6,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,91,12,91,11,"dohc-il4","",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","nubira",2,4,"auto(a4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,91,12,91,11,"dohc-il4","ems",1998,NA,NA,NA,NA,NA
"compact cars","daewoo","nubira",2,4,"manual(m5)","f",19,29,"r",FALSE,FALSE,FALSE,NA,NA,91,12,91,11,"dohc-il4","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","dodge avenger",2,4,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","dodge avenger",2,4,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","dodge avenger",2,4,"manual(m5)","f",19,29,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","dodge avenger",2,4,"manual(m5)","f",19,29,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"dohc","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","dodge avenger",2.5,6,"auto(l4)","f",17,26,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"sohc","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","dodge avenger",2.5,6,"auto(l4)","f",17,26,"r",FALSE,FALSE,FALSE,91,12,NA,NA,NA,NA,"sohc","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","neon (dodge)",2,4,"auto(l3)","f",21,30,"r",FALSE,FALSE,FALSE,91,11,90,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","dodge","neon (dodge)",2,4,"manual(m5)","f",25,37,"r",FALSE,FALSE,FALSE,91,11,90,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","ford","contour",2,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","ford","contour",2,4,"manual(m5)","f",21,32,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","ford","contour",2.5,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","ford","contour",2.5,6,"manual(m5)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","ford","escort",2,4,"auto(l4)","f",22,31,"r",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","ford","escort",2,4,"manual(m5)","f",24,35,"r",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","hyundai","accent",1.5,4,"auto(l4)","f",23,32,"r",FALSE,FALSE,FALSE,NA,NA,88,13,NA,NA,"","2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","hyundai","accent",1.5,4,"manual(m5)","f",24,33,"r",FALSE,FALSE,FALSE,NA,NA,88,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","hyundai","elantra",1.8,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA,"","2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","hyundai","elantra",1.8,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","jaguar","jaguar xj8",4,8,"auto(l5)","r",15,22,"p",FALSE,FALSE,FALSE,NA,NA,94,12,NA,NA,"","ems 2mode",1998,NA,NA,NA,NA,NA
"compact cars","jaguar","jaguar xjr",4,8,"auto(l5)","r",15,20,"p",TRUE,FALSE,TRUE,NA,NA,94,12,NA,NA,"","ems 2mode",1998,NA,NA,NA,NA,NA
"compact cars","kia","kia sephia",1.8,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,94,10,NA,NA,"","2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","kia","kia sephia",1.8,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,94,10,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","lexus","es 300",3,6,"auto(l4)","f",17,25,"r",FALSE,FALSE,FALSE,NA,NA,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","lincoln-mercury","mystique",2,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","lincoln-mercury","mystique",2,4,"manual(m5)","f",21,32,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","lincoln-mercury","mystique",2.5,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","lincoln-mercury","mystique",2.5,6,"manual(m5)","f",17,26,"r",FALSE,FALSE,FALSE,NA,NA,89,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","lincoln-mercury","tracer",2,4,"auto(l4)","f",22,31,"r",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","lincoln-mercury","tracer",2,4,"manual(m5)","f",24,35,"r",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","mazda","millenia",2.3,6,"auto(l4)","f",18,26,"p",FALSE,FALSE,TRUE,NA,NA,94,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","mazda","millenia",2.5,6,"auto(l4)","f",18,25,"p",FALSE,FALSE,FALSE,NA,NA,94,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","mazda","protege",1.5,4,"auto(l4)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,95,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","mazda","protege",1.5,4,"manual(m5)","f",26,33,"r",FALSE,FALSE,FALSE,NA,NA,95,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","mazda","protege",1.8,4,"auto(l4)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,95,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","mazda","protege",1.8,4,"manual(m5)","f",23,29,"r",FALSE,FALSE,FALSE,NA,NA,95,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","mercedes-benz","c230",2.3,4,"auto(l5)","r",21,27,"p",FALSE,FALSE,FALSE,NA,NA,88,13,NA,NA,"","ems 2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","mercedes-benz","c280",2.8,6,"auto(l5)","r",18,25,"p",FALSE,FALSE,FALSE,NA,NA,88,13,NA,NA,"","ems 2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","mercedes-benz","c43",4.3,8,"auto(l5)","r",15,20,"p",FALSE,FALSE,FALSE,NA,NA,88,13,NA,NA,"","ems 2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","mercedes-benz","cl500",5,8,"auto(l5)","r",14,20,"p",TRUE,FALSE,FALSE,93,14,NA,NA,NA,NA,"","ems 2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","mercedes-benz","cl600",6,12,"auto(l5)","r",11,17,"p",TRUE,FALSE,FALSE,93,14,NA,NA,NA,NA,"","ems 2mode clkup",1998,NA,NA,NA,NA,NA
"compact cars","mitsubishi","mitsubishi galant",2.3,4,"auto(l4)","f",19,26,"r",FALSE,FALSE,FALSE,NA,NA,96,12,NA,NA,"sohc","",1998,NA,NA,NA,NA,NA
"compact cars","mitsubishi","mitsubishi galant",2.3,4,"manual(m5)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,96,12,NA,NA,"sohc","",1998,NA,NA,NA,NA,NA
"compact cars","nissan","altima",2.4,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,94,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","nissan","altima",2.4,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,94,14,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","oldsmobile","achieva",2.4,4,"auto(l4)","f",19,29,"r",FALSE,FALSE,FALSE,87,14,88,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","oldsmobile","achieva",2.4,4,"manual(m5)","f",21,30,"r",FALSE,FALSE,FALSE,87,14,88,14,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"compact cars","oldsmobile","achieva",3.1,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,87,14,88,14,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","plymouth","neon (plymouth)",2,4,"auto(l3)","f",21,30,"r",FALSE,FALSE,FALSE,91,11,90,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","plymouth","neon (plymouth)",2,4,"manual(m5)","f",25,37,"r",FALSE,FALSE,FALSE,91,11,90,11,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","pontiac","grand am",2.4,4,"auto(l4)","f",19,29,"r",FALSE,FALSE,FALSE,88,13,89,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","pontiac","grand am",2.4,4,"manual(m5)","f",21,30,"r",FALSE,FALSE,FALSE,88,13,89,13,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"compact cars","pontiac","grand am",3.1,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,88,13,89,13,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","saturn","sl",1.9,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","saturn","sl",1.9,4,"auto(l4)","f",23,33,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","saturn","sl",1.9,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"compact cars","saturn","sl",1.9,4,"manual(m5)","f",24,35,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA,"","sil",1998,NA,NA,NA,NA,NA
"compact cars","subaru","legacy",2.2,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","subaru","legacy awd",2.2,4,"auto(l4)","4",21,27,"r",FALSE,FALSE,FALSE,NA,NA,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","subaru","legacy awd",2.2,4,"manual(m5)","4",21,27,"r",FALSE,FALSE,FALSE,NA,NA,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","subaru","legacy awd",2.5,4,"auto(l4)","4",18,24,"r",FALSE,FALSE,FALSE,NA,NA,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","subaru","legacy awd",2.5,4,"manual(m5)","4",18,25,"r",FALSE,FALSE,FALSE,NA,NA,92,13,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","toyota","corolla",1.8,4,"auto(l3)","f",24,30,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","toyota","corolla",1.8,4,"auto(l4)","f",24,33,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","toyota","corolla",1.8,4,"manual(m5)","f",26,35,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","golf/gti",2,4,"auto(l4)","f",19,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,88,17,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","golf/gti",2,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,88,17,"","",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","gti vr6",2.8,6,"manual(m5)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,87,17,"","",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","jetta",1.9,4,"manual(m5)","f",33,44,"d",FALSE,TRUE,FALSE,NA,NA,88,15,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","jetta",2,4,"auto(l4)","f",19,26,"r",FALSE,FALSE,FALSE,NA,NA,88,15,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","jetta",2,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,88,15,NA,NA,"","",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","jetta glx",2.8,6,"auto(l4)","f",16,23,"r",FALSE,FALSE,FALSE,NA,NA,85,15,NA,NA,"","clkup",1998,NA,NA,NA,NA,NA
"compact cars","volkswagen","jetta glx",2.8,6,"manual(m5)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,85,15,NA,NA,"","",1998,NA,NA,NA,NA,NA
